data 0
-6, 992, 111
-7, 991, 111
-8, 991, 111
-7, 992, 112
-8, 992, 111
-7, 991, 109
-7, 991, 109
-7, 991, 108
-7, 991, 109
-7, 992, 110
-7, 993, 110
-7, 992, 112
-7, 991, 110
-8, 991, 111
-7, 991, 110
-7, 991, 112
-8, 991, 110
-7, 992, 110
-6, 992, 109
-6, 992, 109
-7, 991, 109
-7, 990, 108
-7, 992, 110
-7, 993, 112
-8, 992, 111
-7, 991, 110
-6, 991, 110
-6, 992, 109
-6, 990, 110
-7, 992, 111
-6, 994, 110
-6, 992, 112
data 5
778, 472, -423
772, 477, -396
779, 458, -437
776, 467, -419
775, 467, -432
777, 468, -419
778, 469, -429
780, 462, -418
784, 449, -408
787, 441, -404
787, 435, -407
787, 434, -409
786, 437, -406
785, 445, -400
780, 452, -409
782, 470, -406
779, 453, -455
768, 480, -417
777, 465, -424
778, 461, -432
777, 462, -429
779, 462, -426
778, 464, -412
778, 480, -384
776, 463, -423
779, 468, -421
780, 468, -395
782, 465, -385
780, 462, -404
783, 456, -418
783, 460, -425
782, 462, -417
785, 452, -387
785, 447, -388
783, 449, -401
783, 453, -407
782, 461, -405
782, 462, -408
781, 457, -408
780, 456, -421
781, 459, -424
782, 457, -426
782, 456, -420
783, 453, -414
783, 451, -406
782, 450, -409
783, 451, -413
782, 453, -416
782, 454, -419
782, 452, -411
782, 450, -411
781, 454, -414
781, 454, -413
780, 458, -413
779, 460, -412
778, 459, -409
777, 461, -413
777, 463, -417
778, 463, -418
777, 465, -426
778, 465, -425
777, 462, -417
776, 461, -413
